index,number,word,meaning,type
1678,1678,sentiment,感情；感想；感傷,main
1679,1679,plausible,もっともらしい,main
1680,1680,vigorous,精力的な；激しい；活力のある,main
1681,1681,masculine,男らしい（⇔ feminine ⇒ 1588）,main
1682,1682,rigid,厳しい；硬直した,main
1683,1683,adverse,不都合な；逆の,main
1684,1684,coherent,一貫した，筋の通った；結束した,main
1685,1685,literal,文字どおりの；逐語的な；散文的な,main
1686,1686,arbitrary,恣意的な；独断的な,main
1687,1687,anonymous,匿名の,main
1688,1688,antique,骨董の，アンティークの；古風な,main
1689,1689,eternal,永遠の；不変の,main
1690,1690,intermediate,中級の；中間の,main
1691,1691,subordinate,（～より）下位の（to）；副次的な,main
1692,1692,gloomy,陰気な；薄暗い；悲観的な,main
1693,1693,thermal,熱の，熱による；保温用の,main
1694,1694,faint,かすかな；めまいがする；弱々しい,main
1695,1695,naive,お人よしの，愚直な；純朴な,main
1696,1696,apt,（...する）傾向がある（to do）；適切な；利発な,main
1697,1697,arrogant,横柄な，傲慢な,main
1698,1698,extrovert,外向的な；社交的な,main
1699,1699,conspicuous,目立つ,main
1700,1700,intact,損なわれていない，手つかずの,main
1701,1701,embody,を具現する；を包含する,main
1702,1702,illuminate,を照らす；を解明する,main
1703,1703,console,を慰める,main
1704,1704,verify,の正しさを証明［確認］する,main
1705,1705,disclose,を公表する，暴く,main
1706,1706,stack,を積む，積み重ねる；〔～ upで〕（車が）渋滞する,main
1707,1707,rotate,回転する；循環する；を回転させる,main
1708,1708,constrain,に（...することを）強いる（to do）；を抑える,main
1709,1709,hinder,を妨げる,main
1710,1710,withstand,に耐える,main
1711,1711,tweet,（を）ツイートする，つぶやく,main
1712,1712,sneeze,くしゃみをする,main
1713,1713,erupt,（火山が）噴火する；勃発する,main
1714,1714,blur,をぼかす；を曇らせる；をあいまいにする,main
1715,1715,overlap,（一部）重なる；（と）重複［共通］する,main
1716,1716,embed,〔通例受身形で〕埋め込まれる，はめ込まれる,main
1717,1717,displace,に取って代わる（≒ replace）；を移動させる,main
1718,1718,render,を（ある状態に）する；（援助など）を与える,main
1719,1719,plunge,（～に）（を）突っ込む（into）；没頭する；陥る,main
1720,1720,surrender,を放棄する，引き渡す；（～に）屈する（to）,main
1721,1721,plug,〔plug inで〕のプラグを電源に差し込む；を（～で）ふさぐ（with）,main
1722,1722,suck,（を）吸う；（を）しゃぶる,main
1723,1723,mock,をばかにする（≒ make fun of）；のまねをしてからかう,main
1724,1724,tease,（を）からかう；をいじめる,main
1725,1725,soothe,をなだめる；を和らげる,main
1726,1726,stain,を汚す；に着色する,main
1727,1727,shun,を避ける,main
1728,1728,stumble,よろけながら歩く；（～に）つまずく（on / over）,main
1729,1729,flush,を紅潮させる；を水で流す；紅潮する,main
1730,1730,impair,を損なう,main
1731,1731,presume,と思う；と推定する；を前提とする,main
1732,1732,contend,と主張する；競う,main
1733,1733,roar,うなる，ほえる；大笑いする,main
1734,1734,haunt,（記憶・考えなどが）につきまとう；（幽霊などが）に出る；によく行く,main
1735,1735,divert,（注意など）をそらす；を迂回させる；（資金など）を転用する,main
1736,1736,await,を待つ（≒ wait for）,main
1737,1737,fetch,を（行って）持って［連れて］くる,main
1738,1738,unify,を統合［統一］する；統一される,main
1739,1739,inspect,を点検する；を視察する,main
1740,1740,entail,を伴う，引き起こす；（...すること）を含む（doing）,main
1741,1741,tactics,作戦，方策；戦術，戦法,main
1742,1742,feat,偉業，功績；妙技,main
1743,1743,prestige,名声；〔形容詞的に〕名声のある,main
1744,1744,analogy,類推；類似,main
1745,1745,conscience,良心；分別,main
1746,1746,textile,織物；繊維（産業）,main
1747,1747,deficit,赤字，不足；欠陥,main
1748,1748,plague,疫病；（害虫などの）異常発生,main
1749,1749,hazard,危険（要素）；偶然,main
1750,1750,metabolism,（新陳）代謝，代謝作用,main
1751,1751,paralysis,麻痺；〔比喩的に〕麻痺（状態）,main
1752,1752,grid,（電気などの）供給網；格子（模様）；碁盤目,main
1753,1753,carriage,馬車；車両（＝ 【米】car）；立ち居振舞い；【英】輸送,main
1754,1754,friction,不和；摩擦,main
1755,1755,rebel,反逆者,main
1756,1756,regime,政権，政体；体制,main
1757,1757,monopoly,独占（権）,main
1758,1758,staple,必需食品；主要産物,main
1759,1759,merchandise,商品,main
1760,1760,vendor,物売り，行商人；自動販売機,main
1761,1761,supervisor,監督者；指導教員,main
1762,1762,predecessor,前任者（⇔ successor 後継者）；前のもの,main
1763,1763,personnel,〔集合的に〕職員，社員,main
1764,1764,vessel,船舶；容器；（体液が通る）脈管,main
1765,1765,liver,肝臓,main
1766,1766,duration,（時間の）継続，持続（時間）,main
1767,1767,certificate,証明書；免許状,main
1768,1768,geometry,幾何学,main
1769,1769,symmetry,（左右）対称（⇔ asymmetry 非対称）；調和,main
1770,1770,biography,伝記,main
1771,1771,masterpiece,傑作,main
1772,1772,rhyme,押韻詩；韻；〔通例～s〕詩歌,main
1773,1773,premium,保険料；プレミア；景品,main
1774,1774,breakdown,崩壊；（神経）衰弱；故障；内訳,main
1775,1775,courtesy,礼儀正しさ；好意；優遇,main
1776,1776,protocol,（条約）議定書；外交儀礼；プロトコル,main
1777,1777,specimen,標本；実例,main
1778,1778,thesis,論文；命題，テーゼ,main
1779,1779,eligible,適格の，資格のある；（結婚相手として）望ましい,main
1780,1780,intrinsic,固有の，本質的な（⇔ extrinsic 非本質的な）,main
1781,1781,diligent,勤勉な；入念な,main
1782,1782,vocational,職業の，職業訓練の（ための）,main
1783,1783,bankrupt,破産宣告を受けた；破綻している,main
1784,1784,stern,厳しい；いかめしい,main
1785,1785,stubborn,頑固な，強情な（≒ obstinate）；手に負えない,main
1786,1786,maternal,母の，母親らしい（⇔ paternal 父の）；妊婦の,main
1787,1787,fertile,肥沃な（⇔ barren 不毛の）；多産の,main
1788,1788,ripe,熟した；成熟した,main
1789,1789,stiff,硬直した，凝った；堅い,main
1790,1790,obsolete,廃れた，使われなくなった；古くなった,main
1791,1791,vacant,空いている,main
1792,1792,acoustic,音響の；聴覚の；（楽器が）アコースティックの,main
1793,1793,preliminary,予備の，準備の,main
1794,1794,approximate,おおよその,main
1795,1795,implicit,暗黙の（⇔ explicit ⇒ 1598）；内在する,main
1796,1796,punctual,時間を守る,main
1797,1797,compatible,矛盾しない；互換性のある；気が合う,main
1798,1798,ample,十分すぎるほどの；広い,main
1799,1799,pervasive,隅々に広がった；浸透する；充満する,main
1800,1800,ubiquitous,至る所にある,main
1801,1801,deduce,を推測する，演繹する,main
1802,1802,simulate,を模擬実験する；を装う；をまねる,main
1803,1803,merge,（を）合併する；を融合させる；溶け込む,main
1804,1804,penetrate,（に）浸透する；（に）進出する；（を）貫く；（を）見抜く,main
1805,1805,cater,（の）料理をまかなう；（要望などに）応える,main
1806,1806,assault,に暴行する；を攻撃する,main
1807,1807,torture,を拷問にかける；を苦しめる,main
1808,1808,bleed,出血する,main
1809,1809,erect,を建てる；を直立させる,main
1810,1810,cherish,を大切にする；を心に抱く,main
1811,1811,arouse,（感情など）を引き起こす；を目覚めさせる,main
1812,1812,doom,〔通例受身形で〕運命にある,main
1813,1813,mourn,（を）悼む（≒ grieve）；（を）嘆く,main
1814,1814,dread,をひどく恐れる,main
1815,1815,nourish,に栄養を与える；をはぐくむ,main
1816,1816,inject,（人）に注射する，を注入する；を導入する,main
1817,1817,swear,（～を）ののしる（at）；（を）誓う（≒ vow）,main
1818,1818,bid,（～に）の値をつける（for ⇒ on）；（挨拶）を述べる,main
1819,1819,corrupt,を堕落させる；を買収する；堕落する,main
1820,1820,preoccupy,の心を奪う，を夢中にさせる,main
1821,1821,browse,（を）拾い読みする；（を）閲覧する；（商品など）を見て歩く,main
1822,1822,compile,を編集する；（資料など）をまとめる,main
1823,1823,allocate,を割り当てる，分配する,main
1824,1824,offset,を相殺する，埋め合わせる；をオフセット印刷にする,main
1825,1825,restrain,を制止する；を規制する,main
1826,1826,comply,従う，応じる,main
1827,1827,expire,期限が切れる,main
1828,1828,embark,（～に）乗り出す（on）；乗船［搭乗］する,main
1829,1829,flap,パタパタ動く；羽ばたく（≒ flutter）；をパタパタ動かす,main
1830,1830,furnish,に（～を）備えつける（with）,main
1831,1831,forge,を偽造する；（関係など）を築く；を鍛造する,main
1832,1832,thrust,を押しつける；を突き刺す；押し進む,main
1833,1833,dispatch,を派遣する；を発送する；を処理する,main
1834,1834,resent,に憤慨する,main
1835,1835,reconcile,を（～と）一致させる（with）；を和解させる,main
1836,1836,allege,を主張する,main
1837,1837,oppress,を抑圧［迫害］する；を悩ませる,main
1838,1838,expel,を追放する；を吐き出す,main
1839,1839,ascend,（を）上がる（⇔ descend ⇒ 1337）,main
1840,1840,commence,始まる；を開始する；...し始める（to do / doing）⇒ commence work 仕事［作業］を始める,main
1841,1841,advent,〔the ～〕出現，到来,main
1842,1842,reign,治世；統治,main
1843,1843,diplomacy,外交（的手腕）,main
1844,1844,embassy,大使館；大使一行,main
1845,1845,exile,亡命（者）；（国外）追放,main
1846,1846,refuge,避難（所）；保護,main
1847,1847,plight,窮状（＝ predicament）；（悪い）状態,main
1848,1848,solitude,ひとりでいること；孤独,main
1849,1849,fallacy,誤った考え，誤信；錯誤,main
1850,1850,latitude,緯度；（行動・思想などの）許容範囲,main
1851,1851,eclipse,（日食・月食などの）食；（名声などの）失墜,main
1852,1852,basin,流域；盆地，海盆；洗面器［台］,main
1853,1853,erosion,浸食；衰退,main
1854,1854,archaeology,考古学,main
1855,1855,errand,（人の）使い，使い走り；用件,main
1856,1856,mercy,慈悲；〔通例a ～〕幸運,main
1857,1857,rhetoric,修辞（法）；美辞麗句,main
1858,1858,verse,韻文（⇔ prose 散文）；詩,main
1859,1859,congestion,混雑,main
1860,1860,sewage,下水,main
1861,1861,complement,（～の）補完物，補足（to）；（文法の）補語,main
1862,1862,subsidy,補助金；報奨金,main
1863,1863,mortgage,住宅ローン；抵当（権）,main
1864,1864,attorney,【米】 弁護士；代理人,main
1865,1865,outfit,衣装一式；装備［道具］一式；組織,main
1866,1866,bulk,〔the ～〕（～の）大半（of）；大きさ；大量,main
1867,1867,reunion,再会（の集い）；再結合,main
1868,1868,synthesis,合成；総合（⇔ analysis ⇒ 363）,main
1869,1869,mold,鋳型；鋳物；性格；かび,main
1870,1870,thirst,（のどの）渇き；（～に対する）渇望（for）,main
1871,1871,greed,強欲,main
1872,1872,bribe,賄賂,main
1873,1873,contempt,軽蔑；恥辱,main
1874,1874,texture,感触，手触り；本質；質感,main
1875,1875,orphan,孤児,main
1876,1876,harassment,嫌がらせ，ハラスメント,main
1877,1877,hay,干し草,main
1878,1878,doctrine,教義；【米】（政策上の）主義,main
1879,1879,holistic,全体論の；（医療が）ホリスティックの,main
1880,1880,liable,しがちな；（～を）受けやすい（to）；責任がある,main
1881,1881,earnest,まじめな，熱心な,main
1882,1882,intelligible,（簡単に）理解できる,main
1883,1883,abrupt,突然の（≒ sudden）,main
1884,1884,reckless,無謀な；（～を）顧みない（of）,main
1885,1885,furious,激怒した；猛烈な,main
1886,1886,eloquent,雄弁な；説得力のある,main
1887,1887,juvenile,青少年の,main
1888,1888,notorious,悪名高い（≒ infamous）,main
1889,1889,timid,臆病な；内気な,main
1890,1890,humid,湿気のある（≒ muggy 蒸し暑い）,main
1891,1891,contagious,感染（性）の；病気を伝染する,main
1892,1892,cynical,冷笑的な，皮肉な,main
1893,1893,dumb,ばかげた；口のきけない；無言の,main
1894,1894,monotonous,単調な,main
1895,1895,perpetual,永続的な；ひっきりなしの,main
1896,1896,dizzy,目まいがする；当惑した,main
1897,1897,weary,疲れ果てた；（～に）うんざりした（of）,main
1898,1898,numb,麻痺した，無感覚な；ぼう然とした,main
1899,1899,mortal,致命的な（≒ fatal）；死すべき（運命の）,main
1900,1900,zealous,熱心な；熱狂的な,main
